Time,Search Query
2023/11/01 19:30:15 UTC,Axoft S.A.
2023/11/08 20:08:21 UTC,Secretaría de Innovación y Transformación Digital
2023/11/02 20:37:23 UTC,Zyte
2023/10/30 19:32:49 UTC,banco hipotecario
2023/11/16 20:00:58 UTC,cognizant technology solutions
2023/11/09 20:25:53 UTC,Cfotech
2023/10/30 19:24:32 UTC,mobile computing
2023/11/02 20:35:30 UTC,Tech9
2023/10/19 21:01:43 UTC,Ingeniero de software
2023/11/16 19:31:05 UTC,qa
2023/10/30 19:25:27 UTC,Confidencial
2023/11/13 20:55:20 UTC,qa tester
2023/11/27 19:08:10 UTC,fabricio micolini
2023/11/27 20:59:59 UTC,qa
2023/11/28 18:21:37 UTC,istorming consultoría it
2023/11/28 17:34:31 UTC,ingematica
2023/10/30 20:50:39 UTC,ITPS
2023/10/25 20:52:27 UTC,cosys global | grupo kelsoft
2023/10/23 19:06:20 UTC,analista qa
2023/11/28 18:39:37 UTC,qa tester
2023/11/16 19:27:25 UTC,cider sa
2023/11/01 18:56:22 UTC,cosys global | grupo kelsoft
2023/11/15 20:42:13 UTC,cognizant technology solutions
2023/10/26 19:02:29 UTC,qa
2023/11/29 19:57:43 UTC,webexport
2023/11/08 20:53:22 UTC,tester / qa argentina
2023/11/22 20:44:29 UTC,fabricio micolini
2023/11/14 20:57:24 UTC,Lenox
2023/11/24 19:42:03 UTC,compudev
2023/11/30 19:53:32 UTC,maría elena savoy
2023/10/31 15:48:15 UTC,opentowork it
2023/11/30 20:22:09 UTC,qa
2023/11/23 20:28:03 UTC,Istorming Consultoría IT
2023/10/19 20:04:22 UTC,director
2023/11/27 19:04:50 UTC,qa
2023/11/08 20:53:16 UTC,cider sa
2023/10/31 18:29:26 UTC,Cider SA
2023/11/28 19:16:40 UTC,qa tester
2023/11/29 20:52:17 UTC,Ingeniero de aseguramiento de la calidad
2023/11/21 19:21:32 UTC,cognizant technology solutions
2023/10/26 20:26:28 UTC,ceo
2023/11/16 20:00:58 UTC,qa
2023/11/30 20:36:32 UTC,fabricio micolini
2023/11/06 20:12:24 UTC,Jobzem
2023/10/20 20:43:50 UTC,analista qa
2023/10/30 20:39:47 UTC,alions
2023/11/01 20:04:30 UTC,banco hipotecario
2023/10/25 20:25:19 UTC,WebExport
2023/11/28 20:51:01 UTC,qa
2023/11/15 20:49:44 UTC,lenox
2023/11/30 20:38:34 UTC,WebExport
2023/11/02 20:23:12 UTC,Analista de validación
2023/11/09 20:15:41 UTC,Consultora Frávega & Asociados
2023/11/09 20:16:24 UTC,intellihelp
2023/11/15 20:41:00 UTC,tester / qa argentina
2023/10/30 19:31:28 UTC,Leander Games 
2023/11/21 19:03:34 UTC,qa tester
2023/11/03 20:57:18 UTC,cider sa
2023/10/20 19:45:58 UTC,analista qa
2023/11/16 19:27:12 UTC,tester / qa argentina
2023/11/23 19:45:24 UTC,Probador de aseguramiento de la calidad
2023/10/31 17:55:25 UTC,desrrollador
2023/10/30 19:28:13 UTC,werben hr
2023/10/23 19:31:10 UTC,analista qa
2023/11/01 20:05:11 UTC,Ces Informática S.a.
2023/11/15 20:45:48 UTC,tester / qa argentina
2023/10/26 20:35:02 UTC,Cosys Global | Grupo KELSOFT
2023/10/30 19:31:27 UTC,Leander Games 
2023/11/15 20:42:13 UTC,lenox
2023/11/29 19:57:43 UTC,qa
2023/11/13 20:55:20 UTC,qa tester
2023/10/19 20:49:57 UTC,director
2023/10/30 19:28:46 UTC,CONTENIDOS INTERACTIVOS S.A
2023/11/09 20:07:20 UTC,WITBOR ARGENTINA
2023/10/30 20:54:23 UTC,matias damian rodriguez
2023/11/28 20:39:41 UTC,Istorming Consultoría IT
2023/11/02 20:54:35 UTC,Cider SA
2023/11/08 20:53:22 UTC,qa tester
2023/11/16 20:00:58 UTC,qa tester
2023/11/16 20:01:14 UTC,upwork
2023/11/14 20:57:10 UTC,qa tester
2023/11/01 20:02:03 UTC,Secretaría de Innovación y Transformación Digital
2023/11/22 19:01:11 UTC,qa
2023/11/08 20:53:22 UTC,Lenox
2023/11/24 19:53:20 UTC,qa tester
2023/11/06 20:38:32 UTC,tester / qa argentina
2023/11/23 20:12:17 UTC,qa
2023/11/13 20:54:46 UTC,qa tester
2023/11/22 19:01:10 UTC,cognizant technology solutions
2023/10/19 21:17:49 UTC,desarrollador
2023/11/23 20:12:15 UTC,qa apprenticeships
2023/11/21 19:14:28 UTC,qa tester
2023/10/20 20:00:20 UTC,Confidencial
2023/11/21 21:01:49 UTC,qa tester
2023/11/28 18:21:38 UTC,qa tester
2023/11/21 21:08:13 UTC,comparto cv
2023/11/23 19:31:55 UTC,comparto cv
2023/11/02 20:26:33 UTC,Cider SA
2023/11/16 20:04:49 UTC,Mook´s
2023/10/24 20:21:58 UTC,WebExport
2023/11/21 19:14:28 UTC,qa tester
2023/11/30 20:46:59 UTC,qa analyst
2023/10/30 19:25:49 UTC,intellihelp
2023/10/24 19:55:37 UTC,technical recruiter
2023/11/09 20:16:22 UTC,intellihelp
2023/10/19 20:34:06 UTC,analista qa
2023/11/15 19:07:53 UTC,Federico Shahbenderian
2023/11/23 20:58:45 UTC,comparto cv
2023/11/01 20:05:09 UTC,Ces Informática S.a.
2023/10/31 17:46:38 UTC,comparto cv
2023/11/29 20:11:17 UTC,qa tester
2023/11/23 12:08:52 UTC,comparto cv
2023/11/15 20:48:28 UTC,cosys global | grupo kelsoft
2023/11/24 19:38:15 UTC,qa apprenticeships
2023/11/09 19:30:42 UTC,tester / qa
2023/10/30 19:27:30 UTC,Unspecified
2023/11/16 19:29:01 UTC,qa
2023/11/15 20:41:00 UTC,qa tester
2023/10/30 20:39:22 UTC,baires hr
2023/11/01 19:12:43 UTC,analista qa
2023/10/24 19:53:45 UTC,technical recruiter
2023/11/15 18:25:29 UTC,qa tester
2023/11/29 20:03:40 UTC,qa
2023/11/21 21:04:41 UTC,qa tester
2023/11/29 19:57:43 UTC,qa tester
2023/11/21 19:18:41 UTC,QA Mananual
2023/10/30 20:38:17 UTC,Project Manager en Acciona IT
2023/11/24 19:24:08 UTC,qa tester
2023/11/01 19:14:53 UTC,kpmg argentina
2023/11/02 20:54:35 UTC,analista qa
2023/10/19 21:17:58 UTC,cv
2023/11/23 20:12:15 UTC,qa
2023/11/08 20:32:03 UTC,iStorming
2023/11/14 20:53:48 UTC,Lenox
2023/10/19 21:02:46 UTC,Analista de software
2023/11/27 19:34:41 UTC,qa tester
2023/11/28 17:56:38 UTC,comparto cv
2023/11/01 19:35:02 UTC,Cider SA
2023/10/31 15:30:16 UTC,qa tester
2023/11/24 19:55:18 UTC,qa tester
2023/11/28 18:21:37 UTC,istorming consultoría it
2023/11/16 20:29:17 UTC,qa tester
2023/10/26 18:51:30 UTC,tester qa
2023/11/29 20:11:17 UTC,istorming consultoría it
2023/11/23 19:33:05 UTC,istorming consultoría it
2023/10/24 20:21:59 UTC,analista qa
2023/11/27 20:19:10 UTC,qa tester
2023/10/31 17:55:43 UTC,qa apprenticeships
2023/11/22 19:13:51 UTC,qa apprenticeships
2023/10/19 21:17:59 UTC,cv
2023/11/15 20:41:20 UTC,lenox
2023/10/19 20:01:05 UTC,analista qa
2023/10/30 20:39:53 UTC,analista qa
2023/10/24 20:37:07 UTC,espinlabs
2023/11/23 19:53:49 UTC,istorming consultoría it
2023/11/28 17:28:42 UTC,diego iglesias
2023/11/21 21:08:08 UTC,cosys global | grupo kelsoft
2023/11/22 21:01:23 UTC,Fabricio Micolini
2023/11/14 20:57:09 UTC,tester / qa argentina
2023/10/25 21:01:53 UTC,WebExport
2023/11/24 19:23:02 UTC,qa tester
2023/11/16 20:31:31 UTC,qa
2023/11/06 20:26:09 UTC,Administrador de sistemas
2023/11/21 19:26:40 UTC,qa tester
2023/10/30 19:25:25 UTC,Confidencial
2023/11/29 20:53:25 UTC,qa
2023/10/24 19:55:39 UTC,analista qa
2023/10/23 19:13:34 UTC,director
2023/10/30 19:31:32 UTC,Leander
2023/11/01 20:42:23 UTC,Secretaría de Innovación y Transformación Digital
2023/11/16 19:30:31 UTC,qa tester
2023/11/15 20:45:48 UTC,qa tester
2023/11/28 18:44:12 UTC,qa tester
2023/11/01 19:31:23 UTC,morena caparrós
2023/11/22 19:01:11 UTC,qa tester
2023/11/24 19:41:33 UTC,qa apprenticeships
2023/11/21 19:26:40 UTC,Istorming Consultoría IT 
2023/11/27 19:38:50 UTC,qa tester
2023/11/22 19:21:58 UTC,qa
2023/11/21 21:04:34 UTC,qa tester
2023/11/08 20:19:14 UTC,qa tester
2023/11/23 20:12:15 UTC,qa
2023/11/02 20:25:16 UTC,Solutix
2023/11/13 20:55:20 UTC,qa tester
2023/11/15 20:49:44 UTC,cider sa
2023/11/14 20:57:10 UTC,qa tester
2023/10/31 18:14:59 UTC,alions
2023/10/30 20:50:39 UTC,analista qa
2023/10/25 20:53:55 UTC,Aliantec
2023/11/02 20:25:17 UTC,qa tester
2023/11/28 20:51:49 UTC,ceo
2023/11/24 19:54:55 UTC,fabricio micolini
2023/10/30 19:54:56 UTC,SOLUTIX S.A.
2023/11/24 19:53:21 UTC,qa tester
2023/10/25 20:53:55 UTC,analista qa
2023/11/29 19:57:44 UTC,Ingeniero de software
2023/10/30 20:31:23 UTC,acciona it
2023/11/27 20:56:58 UTC,Istorming Consultoría IT
2023/11/01 19:14:06 UTC,Stefanini
2023/11/08 20:40:00 UTC,comparto cv
2023/10/19 21:01:15 UTC,tester / qa
2023/10/25 20:52:41 UTC,WebExport
2023/10/24 20:36:56 UTC,Crearerh
2023/10/30 19:08:11 UTC,Aliantec
2023/11/30 21:03:51 UTC,qa apprenticeships
2023/10/20 19:14:22 UTC,tester qa
2023/11/06 20:38:35 UTC,tester / qa argentina
2023/11/27 20:59:59 UTC,qa
2023/11/02 20:08:57 UTC,WITBOR ARGENTINA
2023/11/30 20:17:43 UTC,Istorming Consultoría IT
2023/10/23 19:46:19 UTC,director
2023/10/26 18:45:11 UTC,comparto cv
2023/11/15 20:41:20 UTC,lenox
2023/11/01 19:30:20 UTC,Axoft S.A.
2023/11/08 20:53:16 UTC,qa tester
2023/11/06 20:25:57 UTC,Secretaría de Innovación y Transformación Digital
2023/11/24 19:55:18 UTC,qa apprenticeships
2023/11/08 20:53:17 UTC,cognizant technology solutions
2023/11/09 19:07:16 UTC,comparto cv
2023/10/23 19:06:19 UTC,analista qa
2023/11/28 20:30:28 UTC,webexport
2023/11/28 17:34:49 UTC,rapiboy
2023/11/21 21:04:34 UTC,qa
2023/11/29 20:05:39 UTC,qa tester
2023/11/02 20:24:34 UTC,webexport
2023/10/20 19:45:56 UTC,analista qa
2023/10/30 21:09:15 UTC,comparto cv
2023/11/15 20:49:44 UTC,cognizant technology solutions
2023/11/22 21:06:32 UTC,comparto cv
2023/11/23 20:12:01 UTC,cosys global | grupo kelsoft
2023/11/08 20:53:17 UTC,tester / qa argentina
2023/11/29 20:51:22 UTC,Web\:
2023/11/01 20:36:19 UTC,itr
2023/11/16 19:26:50 UTC,qa
2023/11/15 18:25:29 UTC,qa tester
2023/11/16 19:27:23 UTC,qa tester
2023/10/30 19:49:10 UTC,CFOTech
2023/10/31 17:58:12 UTC,ceo
2023/11/28 17:38:04 UTC,neuralsoft
2023/10/31 18:14:59 UTC,qa tester
2023/11/21 19:03:34 UTC,qa
2023/11/06 20:16:02 UTC,Director de servicios
2023/11/21 19:26:40 UTC,qa tester
2023/10/19 21:18:14 UTC,comparto cv
2023/11/15 20:40:30 UTC,Cosys Global | Grupo KELSOFT
2023/10/30 19:27:27 UTC,Unspecified
2023/11/21 21:08:29 UTC,comparto cv
2023/11/13 20:55:20 UTC,lenox
2023/10/24 20:24:26 UTC,SOLUTIX S.A.
2023/11/22 19:11:49 UTC,Cognizant Technology Solutions
2023/10/30 20:54:25 UTC,morena caparrós
2023/10/30 19:55:16 UTC,Aliantec
2023/10/30 19:11:04 UTC,qa tester
2023/10/30 21:08:16 UTC,comparto cv
2023/11/02 20:08:55 UTC,WITBOR ARGENTINA
2023/10/30 19:27:27 UTC,unspecified
2023/10/30 19:08:12 UTC,analista qa
2023/11/29 19:57:13 UTC,webexport
2023/11/27 19:12:03 UTC,qa apprenticeships
2023/10/30 20:39:41 UTC,alionis
2023/11/21 19:21:32 UTC,qa tester
2023/11/30 20:17:42 UTC,qa analyst
2023/10/31 18:15:10 UTC,livy gestión de talentos
2023/11/28 17:28:07 UTC,maria eugenia alos
2023/11/06 20:11:40 UTC,analista qa
2023/11/22 19:07:01 UTC,Cognizant Technology Solutions
2023/11/02 20:09:16 UTC,invgate
2023/11/15 20:49:44 UTC,cognizant technology solutions
2023/10/19 20:50:58 UTC,team leader
2023/10/25 20:25:19 UTC,tester qa
2023/10/30 19:39:44 UTC,recursos humanos
2023/11/28 18:21:37 UTC,fabricio micolini
2023/11/02 20:25:17 UTC,Secretaría de Innovación y Transformación Digital
2023/10/30 19:08:10 UTC,qa tester
2023/11/29 20:53:25 UTC,fabricio micolini
2023/11/08 20:33:27 UTC,tester / qa argentina
2023/11/16 20:29:06 UTC,Cognizant Technology Solutions
2023/11/16 19:59:38 UTC,cognizant technology solutions
2023/11/01 19:36:37 UTC,penta security solutions
2023/11/15 20:42:13 UTC,cider sa
2023/11/21 19:28:08 UTC,istorming consultoría it
2023/10/25 21:01:53 UTC,analista qa
2023/11/29 19:57:13 UTC,qa apprenticeships
2023/11/15 20:41:20 UTC,tester / qa argentina
2023/10/26 19:05:55 UTC,ceo
2023/10/30 19:26:31 UTC,Witbor 
2023/10/20 19:45:37 UTC,analista qa
2023/11/29 20:53:25 UTC,fabricio micolini
2023/11/14 20:57:09 UTC,cider sa
2023/10/30 20:54:23 UTC,ayelén monea
2023/11/15 18:25:29 UTC,qa tester
2023/11/02 20:41:27 UTC,nubiral
2023/11/01 20:01:18 UTC,hidalgo y asociados propiedades
2023/11/01 19:12:37 UTC,analista qa
2023/11/21 21:04:41 UTC,qa tester
2023/11/02 20:35:32 UTC,Tech9
2023/11/01 19:12:40 UTC,analista qa
2023/10/23 20:58:21 UTC,comparto cv
2023/10/24 20:18:33 UTC,WebExport
2023/11/30 20:17:43 UTC,qa tester
2023/11/24 19:41:33 UTC,fabricio micolini
2023/10/30 19:27:45 UTC,Axiom
2023/11/01 19:14:56 UTC,KPMG Argentina
2023/11/28 20:30:30 UTC,Ingeniero superior de pruebas
2023/11/15 20:52:35 UTC,comparto cv
2023/11/21 19:14:27 UTC,cognizant technology solutions
2023/11/01 19:12:44 UTC,ITPS
2023/11/23 20:06:37 UTC,Werben Capital Humano
2023/11/08 20:53:16 UTC,lenox
2023/11/16 20:33:21 UTC,qa tester
2023/11/23 20:06:35 UTC,werben capital humano
2023/10/30 19:23:51 UTC,Probador de aseguramiento de la calidad
2023/11/24 20:21:06 UTC,bumeran selecta - perú
2023/11/23 20:26:08 UTC,qa tester
2023/11/24 19:51:51 UTC,CompuDevMemb
2023/10/31 18:01:18 UTC,grupo abans
2023/10/26 19:44:25 UTC,Eudaimonia 
2023/11/30 20:23:09 UTC,webexport
2023/10/26 18:46:30 UTC,comparto cv
2023/10/30 19:39:13 UTC,recursos humanos
2023/11/08 20:33:58 UTC,Axiom
2023/11/06 20:25:57 UTC,Jobzem
2023/10/30 21:01:26 UTC,comparto cv
2023/10/31 17:55:50 UTC,qa tester
2023/11/03 20:57:20 UTC,Consultor
2023/11/01 20:38:45 UTC,Cider SA
2023/10/24 19:55:37 UTC,tester qa
2023/11/21 21:04:41 UTC,Enterprise Content Management Consultant
2023/10/30 20:57:55 UTC,alions
2023/10/24 20:21:58 UTC,Confidencial
2023/10/30 21:16:51 UTC,Analista de comercio electrónico
2023/11/28 20:51:01 UTC,qa apprenticeships
2023/11/06 20:25:57 UTC,Lenox
2023/10/19 21:01:15 UTC,recursos humanos
2023/10/30 20:39:21 UTC,byb consultores
2023/11/02 20:26:04 UTC,Onetree
2023/11/03 20:57:18 UTC,analista qa
2023/11/08 20:53:17 UTC,lenox
2023/11/02 20:37:20 UTC,Zyte
2023/11/03 20:59:02 UTC,cider sa
2023/10/18 21:03:52 UTC,Cosys Global | Grupo KELSOFT
2023/11/22 19:02:37 UTC,fiserv
2023/10/24 20:37:09 UTC,espinlabs
2023/11/08 20:07:49 UTC,Cosys Global | Grupo KELSOFT
2023/11/28 17:38:04 UTC,neuralsoft
2023/11/22 19:04:07 UTC,qa
2023/11/01 19:41:19 UTC,stefanini latam
2023/11/24 20:46:00 UTC,WebExport
2023/11/27 20:56:25 UTC,cosys global | grupo kelsoft
2023/11/22 19:04:07 UTC,qa
2023/11/23 19:53:49 UTC,qa
2023/11/22 19:48:37 UTC,morena caparrós
2023/11/24 19:41:33 UTC,qa
2023/11/16 20:31:42 UTC,qa tester
2023/11/22 21:06:30 UTC,comparto cv
2023/11/15 20:48:45 UTC,comparto cv
2023/11/08 20:08:21 UTC,tester / qa argentina
2023/11/27 20:56:58 UTC,Fabricio Micolini
2023/11/21 21:04:41 UTC,qa tester
2023/11/16 19:31:05 UTC,cognizant technology solutions
2023/11/23 19:31:57 UTC,comparto cv
2023/10/31 18:09:23 UTC,sms sudamérica
2023/11/01 20:38:45 UTC,Cider SA
2023/10/30 21:12:31 UTC,opentowork
2023/11/01 20:38:41 UTC,Cider SA
2023/11/22 19:01:11 UTC,qa
2023/11/08 20:53:16 UTC,cider sa
2023/11/28 17:34:06 UTC,Intertron
2023/11/21 19:28:08 UTC,cognizant technology solutions
2023/11/08 20:53:16 UTC,cognizant technology solutions
2023/10/30 19:54:56 UTC,analista qa
2023/11/02 20:43:50 UTC,analista qa
2023/11/16 20:33:21 UTC,qa tester
2023/11/29 20:11:17 UTC,qa tester
2023/11/28 18:21:37 UTC,qa apprenticeships
2023/11/01 20:45:56 UTC,Secretaría de Innovación y Transformación Digital
2023/11/01 20:45:53 UTC,Lenox
2023/11/29 20:46:02 UTC,istorming consultoría it
2023/11/28 20:51:01 UTC,fabricio micolini
2023/11/22 21:07:44 UTC,qa
2023/11/21 21:09:22 UTC,istorming consultoría it
2023/11/29 20:53:05 UTC,fabricio micolini
2023/11/01 20:42:22 UTC,Cider SA
2023/11/02 20:36:39 UTC,AXOFT ARGENTINA 
2023/10/19 20:59:52 UTC,technical recruiter
2023/10/26 18:46:30 UTC,comparto cv
2023/11/29 20:55:14 UTC,hexacta
2023/11/30 20:36:32 UTC,qa
2023/10/31 15:37:24 UTC,qa tester
2023/11/30 20:23:09 UTC,qa analyst
2023/11/01 20:02:35 UTC,Baireshr
2023/11/24 20:21:06 UTC,bumeran selecta - perú
2023/11/22 19:21:58 UTC,qa apprenticeships
2023/10/20 20:01:07 UTC,grupo myth
2023/11/27 21:00:18 UTC,qa
2023/11/21 21:09:22 UTC,cognizant technology solutions
2023/11/01 20:01:36 UTC,Jobzem 
2023/11/22 19:16:48 UTC,qa apprenticeships
2023/11/22 20:54:23 UTC,Director de servicios
2023/11/21 21:01:49 UTC,cognizant technology solutions
2023/11/23 19:53:49 UTC,qa
2023/11/29 20:11:17 UTC,qa apprenticeships
2023/11/06 20:38:33 UTC,Secretaría de Innovación y Transformación Digital
2023/11/24 19:53:19 UTC,qa tester
2023/10/31 17:56:00 UTC,analista qa
2023/11/13 20:55:20 UTC,cider sa
2023/11/06 20:14:33 UTC,Cider SA
2023/11/28 18:21:36 UTC,Fabricio Micolini
2023/11/15 18:25:29 UTC,cognizant technology solutions
2023/11/16 19:27:23 UTC,qa
2023/11/16 20:00:58 UTC,qa
2023/11/28 18:39:37 UTC,istorming consultoría it
2023/11/28 18:44:17 UTC,WebExport
2023/11/28 19:16:40 UTC,istorming consultoría it
2023/11/22 19:21:58 UTC,qa tester
2023/10/19 20:21:49 UTC,team leader
2023/11/22 19:04:07 UTC,qa tester
2023/11/16 20:31:31 UTC,qa tester
2023/11/21 19:21:32 UTC,cognizant technology solutions
2023/11/16 20:33:21 UTC,qa tester
2023/11/22 19:01:10 UTC,istorming consultoría it
2023/11/28 17:34:49 UTC,rapiboy
2023/11/16 20:31:31 UTC,qa tester
2023/11/29 20:53:25 UTC,qa
2023/11/01 19:37:27 UTC,ceo
2023/11/28 20:35:44 UTC,qa tester
2023/11/16 20:31:16 UTC,qa tester
2023/11/01 19:30:17 UTC,Axoft S.A.
2023/11/27 19:12:03 UTC,webexport
2023/11/21 19:21:32 UTC,qa
2023/11/22 20:45:14 UTC,gabriela soledad fernandez
2023/10/25 20:52:41 UTC,Confidencial
2023/11/16 19:27:25 UTC,tester / qa argentina
2023/11/21 19:03:34 UTC,qa
2023/11/22 19:17:08 UTC,qa
2023/11/22 19:06:57 UTC,qa apprenticeships
2023/11/28 17:28:42 UTC,diego iglesias
2023/11/16 20:31:42 UTC,qa tester
2023/11/24 19:55:44 UTC,fabricio micolini
2023/11/13 20:54:46 UTC,cider sa
2023/11/24 19:38:14 UTC,qa apprenticeships
2023/11/30 20:22:09 UTC,qa tester
2023/11/16 20:29:17 UTC,qa tester
2023/10/26 18:51:30 UTC,WebExport
2023/11/08 20:19:10 UTC,qa tester
2023/10/25 20:22:26 UTC,analista qa
2023/11/29 20:46:03 UTC,fabricio micolini
2023/11/08 20:53:22 UTC,lenox
2023/11/22 20:54:07 UTC,qa
2023/11/24 19:41:33 UTC,istorming consultoría it
2023/11/27 19:08:10 UTC,istorming consultoría it
2023/10/24 19:51:52 UTC,tester / qa
2023/11/27 19:08:10 UTC,qa apprenticeships
2023/11/09 20:25:51 UTC,cfotech 
2023/11/14 20:57:24 UTC,qa tester
2023/11/16 19:30:31 UTC,qa tester
2023/11/13 20:53:53 UTC,cider sa
2023/10/31 17:55:25 UTC,desrrollador
2023/11/01 19:34:31 UTC,Analista de validación
2023/11/09 19:10:20 UTC,comparto cv
2023/11/16 19:59:38 UTC,qa tester
2023/11/06 20:12:29 UTC,Consultor
2023/11/30 22:21:07 UTC,webexport
2023/11/28 20:30:29 UTC,qa tester
2023/11/13 20:58:09 UTC,tester / qa argentina
2023/11/29 20:55:14 UTC,hexacta
2023/11/23 19:33:23 UTC,comparto cv
2023/11/28 18:44:17 UTC,Fabricio Micolini
2023/10/30 21:09:17 UTC,comparto cv
2023/11/28 20:39:41 UTC,qa tester
2023/10/25 20:22:26 UTC,analista qa
2023/11/30 21:03:51 UTC,WebExport
2023/11/01 20:36:22 UTC,it school - educación técnica | grupo kelsoft
2023/10/30 20:39:53 UTC,alions
2023/11/29 20:18:01 UTC,qa tester
2023/11/28 18:39:37 UTC,fabricio micolini
2023/11/02 20:07:47 UTC,huenei it services
2023/10/30 20:31:22 UTC,acciona it
2023/10/31 17:56:00 UTC,qa tester
2023/11/28 18:39:37 UTC,qa apprenticeships
2023/11/30 20:36:32 UTC,qa apprenticeships
2023/11/02 20:45:32 UTC,cosys global | grupo kelsoft
2023/11/22 19:16:53 UTC,qa apprenticeships
2023/11/29 19:56:40 UTC,Cosys Global | Grupo KELSOFT
2023/10/30 19:55:17 UTC,analista qa
2023/11/08 20:44:03 UTC,Lenox
2023/10/31 18:29:31 UTC,ITPS
2023/11/24 19:25:31 UTC,Analista de software
2023/11/28 17:56:24 UTC,maria eugenia alos
2023/10/30 19:55:10 UTC,ByB Consultores
2023/10/30 19:22:49 UTC,Analista de aseguramiento de la calidad de software
2023/11/13 20:58:09 UTC,qa tester
2023/10/24 20:18:46 UTC,webexport
2023/10/23 20:56:08 UTC,comparto cv
2023/11/16 20:31:16 UTC,Cognizant Technology Solutions
2023/10/23 19:58:26 UTC,recursos humanos
2023/10/31 15:48:37 UTC,opentowork
2023/10/30 19:54:29 UTC,SOLUTIX S.A.
2023/11/06 20:12:24 UTC,Secretaría de Innovación y Transformación Digital
2023/11/09 19:42:38 UTC,webexport
2023/11/21 19:26:40 UTC,qa tester
2023/10/20 20:43:50 UTC,recursos humanos
2023/11/14 20:53:48 UTC,tester / qa argentina
2023/10/24 20:21:28 UTC,Stefanini
2023/10/20 20:43:33 UTC,Cosys Global | Grupo KELSOFT
2023/11/02 20:43:50 UTC,Jobzem
2023/11/29 20:53:05 UTC,qa apprenticeships
2023/11/01 19:12:44 UTC,Cider SA
2023/10/30 19:54:56 UTC,qa tester
2023/11/29 20:53:05 UTC,qa
2023/10/30 19:54:30 UTC,ITPS
2023/11/30 20:38:50 UTC,Ingeniero de software
2023/10/24 20:37:07 UTC,espinlabs
2023/11/02 20:35:29 UTC,tech9
2023/11/01 19:54:50 UTC,SIA Interactive
2023/11/28 17:56:25 UTC,cosys global | grupo kelsoft
2023/11/21 19:14:28 UTC,qa tester
2023/10/23 19:59:51 UTC,Ingeniero de software
2023/10/24 20:25:04 UTC,Aliantec
2023/10/24 19:51:52 UTC,Confidencial
2023/11/24 19:44:01 UTC,inavitas
2023/11/01 19:35:01 UTC,Secretaría de Innovación y Transformación Digital
2023/11/16 20:29:17 UTC,cognizant technology solutions
2023/11/22 20:44:18 UTC,Fabricio Micolini
2023/11/16 20:29:17 UTC,qa
2023/11/28 17:34:51 UTC,rapiboy
2023/10/24 20:24:56 UTC,kpmg argentina
2023/11/08 20:53:16 UTC,qa tester
2023/10/24 20:24:58 UTC,KPMG Argentina
2023/11/13 20:53:31 UTC,grupo kelsoft | netkel consulting
2023/10/31 15:30:16 UTC,SOLUTIX S.A.
2023/10/30 20:54:24 UTC,morena caparrós
2023/11/08 20:44:03 UTC,Cognizant Technology Solutions
2023/11/02 20:27:01 UTC,qualitest
2023/10/19 20:21:45 UTC,team leader
2023/10/26 18:38:22 UTC,Cosys Global | Grupo KELSOFT
2023/10/25 20:30:33 UTC,gerente
2023/10/30 21:04:31 UTC,comparto cv
2023/11/02 20:37:36 UTC,atos
2023/10/23 19:06:20 UTC,analista qa
2023/10/20 20:01:05 UTC,grupo myth
2023/11/01 20:02:11 UTC,Jobzem 
2023/10/23 20:56:02 UTC,comparto cv
2023/10/19 21:02:49 UTC,tester / qa
2023/10/30 19:08:11 UTC,Confidencial
2023/10/30 19:32:17 UTC,Softtek
2023/11/16 20:11:01 UTC,grupo mercel s.a.
2023/10/19 20:59:52 UTC,analista qa
2023/10/19 20:59:44 UTC,Cosys Global | Grupo KELSOFT
2023/11/13 20:53:53 UTC,qa tester
2023/11/06 20:11:40 UTC,Lenox
2023/11/16 20:00:58 UTC,qa tester
2023/10/19 21:17:48 UTC,desarrollador
2023/11/21 21:01:56 UTC,qa
2023/11/06 20:12:24 UTC,Lenox
2023/11/02 20:36:34 UTC,AXOFT ARGENTINA 
2023/11/22 20:53:55 UTC,cosys global | grupo kelsoft
2023/10/23 20:56:09 UTC,comparto cv
2023/11/08 20:53:16 UTC,cider sa
2023/11/06 20:25:57 UTC,Cider SA
2023/11/01 20:42:23 UTC,Cider SA
2023/11/01 20:38:45 UTC,alions
2023/11/22 19:13:39 UTC,qa apprenticeships
2023/11/08 20:09:50 UTC,Consultor
2023/11/01 19:14:06 UTC,stefanini brasil
2023/10/31 18:09:24 UTC,sms sudamérica
2023/11/16 19:31:05 UTC,qa
2023/11/22 21:07:44 UTC,qa
2023/11/23 20:50:09 UTC,istorming consultoría it
2023/11/30 19:51:51 UTC,Mauricio Pardo
2023/11/01 19:31:22 UTC,cosys global | grupo kelsoft
2023/10/30 19:55:16 UTC,byb consultores
2023/11/29 20:53:27 UTC,Analista de aseguramiento de la calidad de software
2023/11/15 20:43:30 UTC,tester / qa argentina
2023/11/06 20:11:01 UTC,Cosys Global | Grupo KELSOFT
2023/11/06 20:14:33 UTC,Lenox
2023/11/24 20:50:47 UTC,iStorming Consultoria SL
2023/11/01 20:02:03 UTC,byb consultores
2023/10/30 19:30:25 UTC,Selin
2023/11/23 19:31:56 UTC,comparto cv
2023/10/19 20:59:52 UTC,recursos humanos
2023/11/16 19:59:38 UTC,qa
2023/11/24 19:54:55 UTC,qa apprenticeships
